Code, Label, LangCode
"620", "Fruits Secs, nda", "FR"
"11733", "Fruits secs, total", "FR"
"603", "Fruits Tropicaux Frais, nda", "FR"
"604", "Fruits Tropicaux Secs, nda", "FR"
"602", "Fruits tropicaux, nda", "FR"
"2625", "Fruits, Autres", "FR"
"625", "Fruits, noix, écorces confits", "FR"
"1801", "Fruits,excl Melons,Total", "FR"
"1684", "Fuelwood", "FR"
"110", "Gaufres", "FR"
"19", "Germe de blé", "FR"
"57", "Germes de Maïs", "FR"
"953", "Ghee de lait de bufflonne", "FR"
"887", "Ghee de lait de vache", "FR"
"720", "Gingembre", "FR"
"698", "Girofles", "FR"
"172", "Glucose et Dextrose", "FR"
"24", "Gluten de blé", "FR"
"63", "Gluten de maïs", "FR"
"33", "Gluten de riz", "FR"
"430", "Gombo", "FR"
"1291", "Gomme Arabique", "FR"
"839", "Gommes Naturelles", "FR"
"2823", "Gr Oleag+Huile Eq Huile", "FR"
"305", "Graines Arbre du Suif", "FR"
"2558", "Graines Colza/Moutarde", "FR"
"1969", "Graines Colza+Mout", "FR"
"2559", "Graines de Coton", "FR"
"329", "Graines de coton", "FR"
"328", "Graines de cotton", "FR"
"277", "Graines de Jojoba", "FR"
"312", "Graines de Kapokier décortiquées", "FR"
"311", "Graines de Kapokier non décortiquées", "FR"
"333", "Graines de lin", "FR"
"299", "Graines de melon", "FR"
"2561", "Graines de Sésame", "FR"
"2557", "Graines de Tournesol", "FR"
"267", "Graines de tournesol", "FR"
"1899", "Graines Oléagineuses 22", "FR"
"342", "Graines oléagineuses nda", "FR"
"339", "Graines oléagineuses, nda", "FR"
"1535", "GraisPoiPéla", "FR"
"1160", "Graisse d'autres camélidés", "FR"
"869", "Graisse de bovins", "FR"
"949", "Graisse de buffle", "FR"
"1129", "Graisse de camélidés", "FR"
"1019", "Graisse de caprins", "FR"
"1037", "Graisse de porcs", "FR"
"1065", "Graisse de volaille", "FR"
"979", "Graisse d'ovin", "FR"
"1774", "Graisses Abattage Prim", "FR"
"2946", "Graisses Animales", "FR"
"5014", "Graisses animales", "FR"
"1904", "Graisses Animales 41", "FR"
"2737", "Graisses Animales Crue", "FR"
"11853", "Graisses Com", "FR"
"1040", "Graisses de découpe (porc)", "FR"
"871", "Graisses et découpe de bovins", "FR"
"1278", "Graisses et huiles animales ou végétales, hydrogénées", "FR"
"1170", "Graisses et huiles animales, nda", "FR"
"344", "Graisses et huiles végétales, nda", "FR"
"1066", "Graisses fondues de volaille", "FR"
"639", "Graminées fourragères nda", "FR"
"1793", "Grand Total Exc Alcool", "FR"
"273", "Grignons d'Olive", "FR"
"530", "Grillottes", "FR"
"549", "Groseilles à maquereaux", "FR"
"45", "Gruau d'orge", "FR"
"1604", "Grumes Sciage+Placag(NC)", "FR"
"1601", "Grumes Sciage+Placage(C)", "FR"
"1868", "Grumes,Sciage+Placages", "FR"
"2546", "Haricots", "FR"
"414", "Haricots frais", "FR"
"176", "Haricots secs", "FR"
"423", "Haricots verts", "FR"
"1425", "HCH (ensemble des stéréoisomères) / Lindane", "FR"
"1320", "Herbicides", "FR"
"1418", "Herbicides", "FR"
"1445", "Herbicides (exclus Pest. dangereux)", "FR"
"1327", "Herbicides, Divers", "FR"
"5512", "Hommes", "FR"
"677", "Houblon", "FR"
"1510", "HuFoPoiEaDou", "FR"
"1536", "HuiFoiPPélag", "FR"
"1522", "Huil Foi Per", "FR"
"1788", "Huil Grais V", "FR"
"11788", "Huil Grais V", "FR"
"1582", "Huil MamAqu", "FR"
"2586", "Huil Plantes Oleif Autr", "FR"
"1977", "Huile Colza+Moutr", "FR"
"1999", "Huile d Olive, Tot", "FR"
"276", "Huile d'Abrasin", "FR"
"244", "Huile d'arachide", "FR"
"2572", "Huile d'Arachide", "FR"
"281", "Huile de carthame", "FR"
"337", "Huile de Chènevis", "FR"
"737", "Huile de Citronnelle", "FR"
"252", "Huile de coco", "FR"
"2578", "Huile de Coco", "FR"
"271", "Huile de colza", "FR"
"2574", "Huile de Colza&Moutarde", "FR"
"331", "Huile de coton", "FR"
"2582", "Huile de Germe de Maïs", "FR"
"274", "Huile de grignons d'Olive", "FR"
"278", "Huile de Jojoba", "FR"
"334", "Huile de lin", "FR"
"60", "Huile de maïs", "FR"
"293", "Huile de moutarde", "FR"
"257", "Huile de palme", "FR"
"2577", "Huile de Palme", "FR"
"258", "Huile de palmiste", "FR"
"2576", "Huile de Palmistes", "FR"
"266", "Huile de Ricin", "FR"
"1273", "Huile de ricin hudrogénée", "FR"
"290", "Huile de sésame", "FR"
"2579", "Huile de Sésame", "FR"
"2571", "Huile de Soja", "FR"
"237", "Huile de soja", "FR"
"36", "Huile de son de riz", "FR"
"2581", "Huile de Son de Riz", "FR"
"307", "Huile de Stillingia", "FR"
"268", "Huile de tournesol", "FR"
"2573", "Huile de Tournesol", "FR"
"297", "Huile d'oeillette", "FR"
"2580", "Huile d'Olive", "FR"
"261", "Huile d'olives, vierge", "FR"
"753", "Huile Essentielle, nda", "FR"
"1549", "Huile Foie PoisMar Nda", "FR"
"2575", "Huile Graines de Coton", "FR"
"1727", "Huile Olive", "FR"
"340", "Huile Végétale, nda", "FR"
"1976", "Huile+Graisse Anim", "FR"
"313", "Huilede  Kapok", "FR"
"1903", "Huiles Anim+Veget 4", "FR"
"1274", "Huiles bouillies, déshydratées, etc.", "FR"
"2782", "Huiles de Foie de Poisso", "FR"
"1223", "Huiles de poisson et de mammifères marins", "FR"
"2781", "Huiles de Poissons", "FR"
"1787", "Huiles et Graisses", "FR"
"1789", "Huiles et Graisses Anim", "FR"
"1275", "Huiles et graisses végétales hydrogénées", "FR"
"1523", "Huiles Foie Perciform", "FR"
"1316", "Huiles minérales", "FR"
"1354", "Huiles minérales", "FR"
"1906", "Huiles Preparees 43", "FR"
"1905", "Huiles Veget Fixes 42", "FR"
"2914", "Huiles Vegetales", "FR"
"1168", "Huiles, graisses animales, nda", "FR"
"1548", "HuilPoMarNda", "FR"
"1509", "HuiPoiEaDou", "FR"
"1310", "Hydrocarbures chlorés", "FR"
"1348", "Hypercalcaemiques", "FR"
"137", "Ignames", "FR"
"2535", "Ignames", "FR"
"674", "Infusions Nda", "FR"
"1416", "Insecticides", "FR"
"1309", "Insecticides", "FR"
"1443", "Insecticides (exclus Pest. dangereux)", "FR"
"1315", "Insecticides, Divers", "FR"
"5073", "Irrigation des terres", "FR"
"175", "Isoglucose", "FR"
"1650", "Isolantes", "FR"
"6640", "Jachères (temporaires)", "FR"
"1686", "Journaux", "FR"
"514", "Jus d'Agrumes concentrés", "FR"
"513", "Jus d'Agrumes, nda", "FR"
"511", "Jus d'agrumes, nec", "FR"
"576", "Jus d'Ananas", "FR"
"580", "Jus d'Ananas Concentré", "FR"
"498", "Jus de citron", "FR"
"499", "Jus de citron concentré", "FR"
"622", "Jus de Fruit, nda", "FR"
"520", "Jus de fruits, nec", "FR"
"466", "Jus de Légumes, nda", "FR"
"583", "Jus de mangue", "FR"
"509", "Jus de Pamplemousse", "FR"
"510", "Jus de Pamplemousse Concentré", "FR"
"518", "Jus de pomme", "FR"
"519", "Jus de Pomme Concentré", "FR"
"538", "Jus de prune", "FR"
"539", "Jus de Prune Conc.", "FR"
"562", "Jus de raisin", "FR"
"496", "Jus de Tangerines", "FR"
"389", "Jus de Tomate Concentré", "FR"
"390", "Jus de Tomates", "FR"
"491", "Jus d'Orange", "FR"
"492", "Jus d'Orange Concentré", "FR"
"2662", "Jute", "FR"
"780", "Jute et fibres apparentées", "FR"
"781", "Jute et fibres apparentées", "FR"
"1751", "Jute&Fibres Apparentées", "FR"
"2663", "Jute, Analogues", "FR"
"1980", "Jute+Fib Liberiennes", "FR"
"592", "Kiwis", "FR"
"173", "Lactose", "FR"
"911", "Lactosérum, frais", "FR"
"2746", "Laine", "FR"
"1007", "Laine d'Effilochage", "FR"
"988", "Laine Dégraissée", "FR"
"987", "Laine en suint", "FR"
"2848", "Lait - Excl Beurre", "FR"
"2948", "Lait - Excl Beurre", "FR"
"1935", "Lait Cond + Evap", "FR"
"985", "Lait de brebis écrémé", "FR"
"986", "Lait de brebis entier frais", "FR"
"982", "Lait de brebis entier frais", "FR"
"951", "Lait de bufflonne entier frais", "FR"
"1130", "Lait de chamelle entier frais", "FR"
"1020", "Lait de chèvre entier frais", "FR"
"1024", "Lait de chèvre entier frais", "FR"
"898", "Lait de vache écrémé en poudre", "FR"
"881", "Lait de vache entier frais", "FR"
"882", "Lait de vache entier frais", "FR"
"10895", "Lait Écr Ev", "FR"
"2739", "Lait écrémé", "FR"
"895", "Lait écrémé concentré non sucré", "FR"
"896", "Lait écrémé concentré sucré", "FR"
"954", "Lait écrémé de bufflonne", "FR"
"1023", "Lait écrémé de chèvre", "FR"
"888", "Lait écrémé de vache", "FR"
"1809", "Lait Écrémé&Babeurre,Sec", "FR"
"894", "Lait entier concentré non sucré", "FR"
"889", "Lait entier concentré sucré", "FR"
"897", "Lait Entier Sec", "FR"
"2738", "Lait entière", "FR"
"2030", "Lait equivalent", "FR"
"1816", "Lait Évaporé et Condensé", "FR"
"1937", "Lait Frais", "FR"
"1934", "Lait Frais+Cond+Sec", "FR"
"918", "Lait Lac Bov", "FR"
"1131", "Lait Lact Ch", "FR"
"1050", "Lait Lact Po", "FR"
"956", "Lait Lacta B", "FR"
"1815", "Lait Prod Lait Exc Beurr", "FR"
"908", "Lait reconstitué", "FR"
"1936", "Lait Sec", "FR"
"883", "Lait standardisé", "FR"
"1780", "Lait,Total", "FR"
"1180", "LaitLac AniN", "FR"
"1115", "LaitLact Equ", "FR"
"372", "Laitue et chicorée", "FR"
"1145", "Lapin poids vif", "FR"
"1039", "Lard et jambon", "FR"
"1772", "Lég Sèch+Fr A Coqu+Oléag", "FR"
"11726", "Légum Sèc Br", "FR"
"2918", "Légumes", "FR"
"475", "Légumes conservés (surgelés)", "FR"
"469", "Légumes Déshydratés", "FR"
"465", "Légumes en Conserve, nda", "FR"
"472", "Légumes en conserve, nda", "FR"
"471", "Légumes en Vinaigre", "FR"
"1800", "Légumes et Melons, Total", "FR"
"1734", "Légumes Exc Melons", "FR"
"463", "Légumes Frais, nda", "FR"
"1735", "Légumes Prim Exc Melons", "FR"
"464", "Légumes Secs, nda", "FR"
"473", "Légumes surgelés", "FR"
"2605", "Légumes, Autres", "FR"
"462", "Légumes, nda", "FR"
"474", "Légumes, provisoirement conservés", "FR"
"1954", "Légumineus. Sèches", "FR"
"2911", "Légumineuses", "FR"
"2549", "Légumineuses Autres", "FR"
"420", "Légumineuses nda (dont fèves, caroubes)", "FR"
"643", "Légumineuses Pour Fourrage", "FR"
"1725", "Légumineuses Sèches", "FR"
"209", "Légumineuses sèches nda", "FR"
"1726", "Légumineuses Sèches,Tot.", "FR"
"211", "Légumineuses, nda", "FR"
"201", "Lentilles", "FR"
"1140", "Leporidés", "FR"
"849", "Levure fourragère", "FR"
"771", "Lin brut ou roui", "FR"
"1973", "Lin,Fibre+etoupe", "FR"
"3110", "Livestock manure", "FR"
"1685", "Livres Imprimés", "FR"
"210", "Lupins", "FR"
"641", "Luzerne  Fourragère", "FR"
"2455008", "Machines à traire", "FR"
"2455015", "Machines à traire et appareils de laiterie (commerce)", "FR"
"1915", "Machines Agricol 721-722", "FR"
"2455017", "Machines agricoles n.d.a. (commerce)", "FR"
"1300", "Machines Agricoles nda", "FR"
"1911", "MACHINES APPAREILS AGRIC", "FR"
"2455006", "Machines pour la récolte des racines ou des tubercules", "FR"
"2455014", "Machines pour la récolte/battage  (commerce)", "FR"
"2455007", "Machines pour le battage (ramassage, récolte des fourrages)", "FR"
"1299", "Machines pour Prep Sol", "FR"
"2455016", "Machines pour préparer et cultiver le sol (commerce)", "FR"
"2514", "Maïs", "FR"
"55", "Maïs", "FR"
"56", "Maïs", "FR"
"67", "Maïs blanc", "FR"
"2806", "Maïs Comp Bière", "FR"
"447", "Maïs doux congelé", "FR"
"448", "Maïs doux préparé ou en conserve", "FR"
"68", "Maïs Éclate", "FR"
"636", "Maïs Fourrager", "FR"
"446", "Maïs frais", "FR"
"49", "Malt d Orge", "FR"
"155", "Maltose chimiquement pur", "FR"
"1583", "MamAquElNda", "FR"
"1579", "Mammifères Aquatiques", "FR"
"571", "Mangues, mangoustans et goyaves", "FR"
"125", "Manioc", "FR"
"2532", "Manioc", "FR"
"1953", "Manioc Eq", "FR"
"128", "Manioc Seché", "FR"
"566", "Marcs de Raisins", "FR"
"1240", "Margarine", "FR"
"1242", "Margarine et graisses alimentaire compactes", "FR"
"1241", "Margarine Liquide", "FR"
"1965", "Margarine+Gr Alim", "FR"
"1984", "Mat Brut Exc Pêche+Forêt", "FR"
"671", "Mate", "FR"
"2043", "Matériaux d'emballage", "FR"
"1652", "Matériel d'Emb en Bois", "FR"
"1897", "Matières Brutes Ex 2", "FR"
"1902", "Matières Brutes Nda 29", "FR"
"1293", "Matières organiques brutes nda", "FR"
"1648", "MDF", "FR"
"310600", "Mélanges et complexes NPK", "FR"
"10109", "Mélanges et préparations", "FR"
"310620", "Mélanges NPK", "FR"
"165", "Mélasse", "FR"
"2544", "Mélasses", "FR"
"568", "Melons, cantaloups", "FR"
"748", "Menthe poivrée, menthe verte", "FR"
"1653", "Menuis & Charp en Bois", "FR"
"1422", "Mercure et ses composés, exclus les amalgames", "FR"
"1658", "Meubles en Bois", "FR"
"2745", "Miel", "FR"
"1182", "Miel naturel", "FR"
"2517", "Millet", "FR"
"2809", "Millet Comp Bière", "FR"
"1843", "Millet et Sorgho", "FR"
"79", "Mils", "FR"
"2899", "Miscellanees", "FR"
"1306", "Moissonneuses-Batteuses", "FR"
"2455004", "Moissonneuses-batteuses", "FR"
"1565", "Moll en Cons", "FR"
"1562", "Moll exCepFr", "FR"
"1564", "Moll fumes", "FR"
"1563", "Molls cong", "FR"
"2767", "Mollusques, Autres", "FR"
"2455010", "Motoculteurs", "FR"
"563", "Moût de raisin", "FR"
"292", "Moutarde", "FR"
"1110", "Mulets", "FR"
"702", "Muscade, macis et cardamome", "FR"
"552", "Myrtilles", "FR"
"1349", "Narcotiques", "FR"
"1350", "Narcotiques", "FR"
"646", "Navets Fourragers", "FR"
"1362", "Nitrate d'Ammonium", "FR"
"310230", "Nitrate d'ammonium", "FR"
"310240", "Nitrate d'ammonium calciqueNitrate d'ammonium calcique", "FR"
"1372", "Nitrate de Calc et Ammon", "FR"
"1365", "Nitrate de Calcium", "FR"
"283421", "Nitrate de potassium", "FR"
"1364", "Nitrate de Sodium", "FR"
"1398", "Nitrate de sodium", "FR"
"851", "Nitrogènes non Protéiques", "FR"
"225", "Noisettes non décortiquées", "FR"
"233", "Noisettes, écalées", "FR"
"2551", "Noix", "FR"
"275", "Noix d'Abrasin", "FR"
"217", "Noix d'Acajou", "FR"
"230", "Noix d'acajou, écalées", "FR"
"226", "Noix d'Arec", "FR"
"249", "Noix de coco", "FR"
"250", "Noix de coco desséchées", "FR"
"263", "Noix de Karité", "FR"
"224", "Noix de Kola", "FR"
"254", "Noix de palme", "FR"
"216", "Noix du Brésil non décortiquées", "FR"
"229", "Noix du Brésil, écalées", "FR"
"227", "Noix nda", "FR"
"222", "Noix non décortiquées", "FR"
"232", "Noix, écalées", "FR"
"21001", "Nombre de personnes sous-alimentées", "FR"
"2057", "Non Nourriture (Ind Pr)", "FR"
"12062", "Non-céréales", "FR"
"1983", "Nourrit Anim Exc Poisson", "FR"
"1982", "Nourrits Exc Poisson", "FR"
"1704", "Nourriture", "FR"
"2054", "Nourriture (Indice Pr)", "FR"
"1892", "Nourriture P Animaux 08", "FR"
"2680", "Nourriture pour Bébé", "FR"
"296", "Oeillette", "FR"
"2744", "Oeufs", "FR"
"2949", "Oeufs", "FR"
"1782", "Oeufs", "FR"
"1091", "Œufs d'autres volatiles", "FR"
"1092", "Œufs d'autres volatiles (Number)", "FR"
"1062", "Œufs de poule en coquille", "FR"
"1067", "Œufs de poule en coquille (Number)", "FR"
"1943", "Oeufs Liquid+Secs", "FR"
"1063", "Oeufs Liquides", "FR"
"1783", "Oeufs Naturels", "FR"
"1072", "Oies et pintades", "FR"
"2602", "Oignons", "FR"
"1940", "Oignons", "FR"
"402", "Oignons (et échalotes) frais", "FR"
"403", "Oignons secs", "FR"
"642", "Oleagineux verts pour l'ensilage", "FR"
"260", "Olives", "FR"
"279", "Olives", "FR"
"2563", "Olives", "FR"
"262", "Olives en conserve", "FR"
"490", "Oranges", "FR"
"2611", "Oranges, Mandarines", "FR"
"1949", "Oranges+Tang+Mand", "FR"
"1311", "Organo-phosphorés", "FR"
"1340", "Organo-phosphorésTrSemIn", "FR"
"44", "Orge", "FR"
"2513", "Orge", "FR"
"2808", "Orge Comp Bière", "FR"
"46", "Orge perlé", "FR"
"43", "Orge, perlé", "FR"
"3130", "Other manure", "FR"
"1689", "Other WoodFuels", "FR"
"916", "Ovalbumine", "FR"
"976", "Ovins", "FR"
"2703", "Ovins", "FR"
"1749", "Ovins et Caprins", "FR"
"1922", "Ovins et Caprins", "FR"
"1013", "Ovins poids vif", "FR"
"1432", "Oxiranne (oxyde d'éthylène)", "FR"
"1612", "P.non couchés fabr mécan", "FR"
"1615", "P.non couchés sans bois", "FR"
"2803", "Paddy comp Bière", "FR"
"635", "Pailles et balles", "FR"
"20", "Pain", "FR"
"256", "Palmistes", "FR"
"2562", "Palmistes", "FR"
"2613", "Pamplemousse", "FR"
"507", "Pamplemousse (incluant les pomélos)", "FR"
"1646", "Panneau de Particules", "FR"
"1873", "Panneaux a Base de Bois", "FR"
"1874", "Panneaux de Fibres", "FR"
"1649", "Panneaux Fibre,Durs", "FR"
"1606", "Panneaux Gaufrés, et OSB", "FR"
"1682", "Pap & Cart Filtrés Pàl", "FR"
"600", "Papayes", "FR"
"1672", "Papier Carb et Dup Pàl", "FR"
"1671", "Papier Journal", "FR"
"1674", "Papier,Impressn+Écriture", "FR"
"5222", "Papier,Impressn+Écriture", "FR"
"1860", "Papier+Carton Ex Journal", "FR"
"1683", "Papier+Carton NDA", "FR"
"1681", "Papier+Carton,Emballage", "FR"
"5223", "Papier+Carton,Emballage", "FR"
"1665", "Papiers & Cartons Comp", "FR"
"1616", "Papiers couchés", "FR"
"1666", "Papiers Couchés Spécia", "FR"
"1621", "Papiers d'emballage", "FR"
"1673", "Papiers Dom et hyg Pàl", "FR"
"1676", "Papiers Domest et Hygién", "FR"
"1876", "Papiers et Cartons", "FR"
"2042", "Papiers graphiques", "FR"
"1679", "Papiers Impr écrit Pàl", "FR"
"1438", "Parathion et Parathion-méthyle", "FR"
"567", "Pastèques", "FR"
"861", "Pât ameliore", "FR"
"860", "Pât saison", "FR"
"2533", "Patates Douce", "FR"
"122", "Patates douces", "FR"
"1661", "Pâte Blanchie,Bisulfite", "FR"
"1663", "Pâte Blanchie,Sulfa+Soud", "FR"
"1859", "Pâte Bois Exc Mecanique", "FR"
"1656", "Pâte Bois,Chimique", "FR"
"1655", "Pâte Bois,Mi-Chimique", "FR"
"5503", "Pâte chimique", "FR"
"1875", "Pâte de Bois", "FR"
"1654", "Pâte de Bois, Mecanique", "FR"
"1667", "Pâte de Bois,a Dissoudre", "FR"
"662", "Pâte de cacao", "FR"
"1609", "Pâte de fibres récupérée", "FR"
"240", "Pâte deSoja", "FR"
"1660", "Pâte Écrue au Bisulfite", "FR"
"1662", "Pâte Écrue,Sulfate+Soude", "FR"
"1878", "Pâte pour Papier", "FR"
"1668", "Pâte, Autres Fibres", "FR"
"18", "Pâtes alimentaires", "FR"
"114", "Pâtes pour boulangerie - pâtisserie", "FR"
"22", "Pâtisserie", "FR"
"6693", "Pâturages cultivés équipés pour l'irrigation", "FR"
"1776", "Peaux", "FR"
"1195", "Peaux à fourrure", "FR"
"1721", "Peaux Bov Bu", "FR"
"919", "Peaux de bovins fraiches", "FR"
"958", "Peaux de buffles salées et humides", "FR"
"959", "Peaux de buffles sèches salées", "FR"
"1134", "Peaux de camélidés humides salées", "FR"
"1136", "Peaux de camélidés nda", "FR"
"1135", "Peaux de camélidés sèches salées", "FR"
"1026", "Peaux de caprins humides salées", "FR"
"1028", "Peaux de caprins nda", "FR"
"1027", "Peaux de caprins sèches salées", "FR"
"1002", "Peaux de caracul", "FR"
"1102", "Peaux de chevaux fraiches", "FR"
"1103", "Peaux de chevaux humides et salées", "FR"
"1104", "Peaux de chevaux nda", "FR"
"1105", "Peaux de chevaux nda", "FR"
"1146", "Peaux de lapins", "FR"
"1045", "Peaux de porcs humides salées", "FR"
"1047", "Peaux de porcs nda", "FR"
"1046", "Peaux de porcs sèches salées", "FR"
"930", "Peaux de veau nda", "FR"
"929", "Peaux de veau sèches salées", "FR"
"928", "Peaux de veaux humides salées", "FR"
"996", "Peaux d'ovins humides salées", "FR"
"998", "Peaux d'ovins nda", "FR"
"999", "Peaux d'ovins non délainées", "FR"
"997", "Peaux d'ovins sèches salées", "FR"
"957", "Peaux Fr Buf", "FR"
"1133", "Peaux Fr Ch", "FR"
"995", "Peaux Fr Ov", "FR"
"1044", "Peaux Fr Por", "FR"
"927", "Peaux Fr Vea", "FR"
"1213", "Peaux Fr Xx", "FR"
"1109", "Peaux FraîAn", "FR"
"5037", "Peaux fraiches", "FR"
"1025", "Peaux fraiches de caprins", "FR"
"2951", "Peaux Fraîches&sèch", "FR"
"1112", "Peaux FraîMu", "FR"
"1214", "Peaux humides salées nda", "FR"
"1216", "Peaux nda", "FR"
"1777", "Peaux Primaires", "FR"
"1215", "Peaux sèches salées nda", "FR"
"534", "Pêches et nectarines", "FR"
"1428", "Pentachlorophénol", "FR"
"1527", "Perc Mar Fra", "FR"
"1515", "PercCongEnti", "FR"
"1518", "Perci cong", "FR"
"1520", "Perci elab N", "FR"
"1519", "Perci en con", "FR"
"2762", "Perciform", "FR"
"1514", "PercMar Fraî", "FR"
"1357", "Pesticides", "FR"
"1442", "Pesticides dangereux", "FR"
"1355", "Pesticides Nda", "FR"
"1359", "Pesticides Nda", "FR"
"2742", "Petit-Lait", "FR"
"1947", "Petit-Lait Concen", "FR"
"1379", "Phosphate d'Ammon (P2o5)", "FR"
"1368", "Phosphate d'Ammonium (N)", "FR"
"310530", "Phosphate diammonique (DAP)", "FR"
"310540", "Phosphate monoammonique (MAP)", "FR"
"2510", "Phosphate naturel", "FR"
"1382", "Phosphate Naturel Broyé", "FR"
"1399", "Phosphates naturel", "FR"
"1321", "Phytohormones de synthèse", "FR"
"22008", "PIB (en millions $ US courants)", "FR"
"1083", "Pigeons, Autres Oiseaux", "FR"
"2641", "Piments", "FR"
"689", "Piments doux et épicé", "FR"
"401", "Piments forts, piment doux frais", "FR"
"223", "Pistaches", "FR"
"2913", "Plant Oleiferes", "FR"
"2616", "Plantains", "FR"
"2775", "Plantes Aquatiques", "FR"
"1596", "Plantes aquatiques, autres préparations", "FR"
"1594", "Plantes aquatiques, fraîches", "FR"
"1595", "Plantes aquatiques, sèches", "FR"
"2915", "Plantes Oleiferes Eq Hui", "FR"
"2570", "Plantes Oleiferes, Autre", "FR"
"161", "Plantes sucrières, nda", "FR"
"587", "Plaqueminiers", "FR"
"1546", "PMarElabNda", "FR"
"1545", "PMarEnCnNda", "FR"
"1502", "PoiEaDouCE", "FR"
"1506", "PoiEaDouCons", "FR"
"1501", "PoiEaDouDia", "FR"
"1507", "PoiEaDouEl", "FR"
"1505", "PoiEaDouFum", "FR"
"1031", "Poils de chèvre grossiers", "FR"
"1218", "Poils Fins", "FR"
"1030", "Poils Fins de Chèvre", "FR"
"1219", "Poils Grossiers", "FR"
"1008", "Poils, cardés, peignés", "FR"
"1540", "PoiMarFraîNd", "FR"
"1531", "PoiPélag Fum", "FR"
"1528", "PoiPélagCoEn", "FR"
"1533", "PoiPélagElNd", "FR"
"1532", "PoiPélagEnCo", "FR"
"407", "Poireaux et autres légumes alliacés", "FR"
"521", "Poires", "FR"
"522", "Poires et coings", "FR"
"2547", "Pois", "FR"
"195", "Pois à vache secs", "FR"
"203", "Pois bambara", "FR"
"197", "Pois cajan", "FR"
"191", "Pois chiches", "FR"
"417", "Pois frais", "FR"
"187", "Pois secs", "FR"
"11839", "Poiss&produi", "FR"
"5017", "Poisson", "FR"
"2960", "Poisson & Fruits de Mer", "FR"
"1834", "Poisson Comestible", "FR"
"2761", "Poissons Eau Douce", "FR"
"2764", "Poissons Marins, Autres", "FR"
"1821", "Poissons Marins,Total", "FR"
"2763", "Poissons Pelagiques", "FR"
"2640", "Poivre", "FR"
"687", "Poivre (sous-espèces Piper)", "FR"
"1544", "PoMarFumNda", "FR"
"591", "Pomme d'acajou", "FR"
"515", "Pommes", "FR"
"2617", "Pommes", "FR"
"116", "Pommes de terre", "FR"
"2531", "Pommes de Terre", "FR"
"118", "Pommes de terre surgelées", "FR"
"2828", "Pommes et Cidre", "FR"
"1541", "PoMrCnEntNda", "FR"
"2501", "Population", "FR"
"3001", "Population (POP)", "FR"
"5571", "Population agricole", "FR"
"5593", "Population féminine économiquement active", "FR"
"5603", "Population féminine économiquement active en agriculture", "FR"
"5592", "Population masculine économiquement active", "FR"
"5602", "Population masculine économiquement active en agriculture", "FR"
"5581", "Population non agricole", "FR"
"5551", "Population rurale", "FR"
"5511", "Population totale", "FR"
"1", "Population totale", "FR"
"21000", "Population totale", "FR"
"5591", "Population totale économiquement active", "FR"
"5601", "Population totale économiquement active en agriculture", "FR"
"5561", "Population urbaine", "FR"
"3007", "Population-Estim.&Proj.", "FR"
"3008", "Population-Estimations 2006 rev.", "FR"
"3009", "Population-Estimations 2007 rev.", "FR"
"3010", "Population-Estimations 2008 rev.", "FR"
"1038", "Porc", "FR"
"1056", "Porc poids vif", "FR"
"1034", "Porcins", "FR"
"2705", "Porcs", "FR"
"1613", "Poteaux, pilotis, piquets", "FR"
"1064", "Poudre d'oeufs", "FR"
"665", "Poudre et masse de cacao", "FR"
"1057", "Poules", "FR"
"1095", "Poulet poids vif", "FR"
"3120", "Poultry manure", "FR"
"6655", "Prairies et pâturages permanents", "FR"
"6656", "Prairies et pâturages permanents - cultivés", "FR"
"6657", "Prairies et pâturages permanents - cultivés et irrigués", "FR"
"6658", "Prairies et pâturages permanents - cultivés non irrigués", "FR"
"6659", "Prairies et pâturages permanents – naturels", "FR"
"6682", "Prairies et pâturages permanents biologiques certifiés", "FR"
"6681", "Prairies et pâturages permanents biologiques, total", "FR"
"6683", "Prairies et pâturages permanents en conversion en biologique", "FR"
"6633", "Prairies et pâturages temporaires", "FR"
"6634", "Prairies et pâturages temporaires irrigués", "FR"
"6635", "Prairies et pâturages temporaires non irrigués", "FR"
"1893", "Prep Nourrit Divers 09", "FR"
"875", "Préparation de boeuf et de veau nda", "FR"
"476", "Préparation de légumes homogénéisés", "FR"
"115", "Préparation de nourriture, farine, extrait de malt", "FR"
"113", "Préparations à base de Céréales, nda", "FR"
"1232", "Préparations alimentaires, nda", "FR"
"878", "Préparations de foie", "FR"
"1243", "Préparations de graisse nda", "FR"
"1042", "Préparations de viande de porc", "FR"
"877", "Préparations de viande homogénéisée", "FR"
"2455005", "Presses", "FR"
"21004", "Prévalence de la sous-alimentation dans la population totale", "FR"
"1886", "Prod Laitiers+Oeufs 02", "FR"
"831", "Produits à base de tabac nda", "FR"
"1882", "Produits Agricoles,Total", "FR"
"1786", "Produits Animaux", "FR"
"2941", "Produits Animaux", "FR"
"2942", "Produits Animaux - Disp", "FR"
"2961", "Produits Aquatiques, Aut", "FR"
"666", "Produits cacaotés nda", "FR"
"1691", "Produits de bois pour utilisation domestique/décorative (meubles exclus)", "FR"
"2928", "Produits Divers", "FR"
"1338", "Produits d'origine végétale et prod. biologiquesTrSemF", "FR"
"1314", "Produits d'origine végétale et produits biologiques", "FR"
"1758", "Produits Élevage Primair", "FR"
"1877", "Produits Forestiers", "FR"
"651", "Produits Fourragers", "FR"
